Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Fiji,FJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42441177,2.90547299,2.98349524,2.97298193,3.25768542,3.25656676,3.34798193,3.41514993,3.18467116,3.53587627,3.41664124,3.14293504,3.2655499,3.20040679,3.36860466,3.32468939,3.27979708,3.18689561,3.55373192,3.81606841,3.74984646,3.81606841,3.81606841,
France,FRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.58447742,9.7056284,10.02218628,10.08283424,10.16429329,10.2148447,10.38566494,10.31564426,10.50084686,11.28756237,11.22560215,11.18497562,11.29740047,11.40466881,11.53414917,11.44077206,11.48530769,11.35755825,11.21255589,11.09835148,12.20504951,12.20504951,12.20504951,
Faroe Islands,FRO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76511145,8.45260048,7.89720392,9.57150459,12.02715683,17.73306656,10.74129105,11.0585041,11.99137974,12.55259323,13.10624504,13.09527397,12.27709675,12.10208416,11.72290421,12.46286297,13.13244915,12.19635487,11.65710258,11.2604599,11.5599966,11.400020575032453,11.242258419969021,
Gabon,GAB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90186429,3.1490531,3.32484865,3.53252935,3.33048439,2.93238807,3.1433847,3.1629262,2.78979158,3.83574653,2.47556901,2.55771565,2.42097569,2.84087205,2.53282261,2.65743947,3.1076982,2.78068876,2.74500418,2.76836324,3.42724609,3.631433753808329,3.83574653,
United Kingdom,GBR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19114876,7.39209652,7.70158529,8.07401752,8.32724667,8.3883543,8.62720299,8.60300064,9.02258778,10.03383827,9.95166206,9.91592121,9.93235588,9.84154701,9.82684326,9.75462151,9.69526958,9.58797741,9.65815544,9.87480068,11.97759342,11.93908691,11.97759342,
Georgia,GEO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.194592,7.16950893,7.81474257,8.02952862,8.08910847,8.07734203,7.63208008,7.43517828,8.44467068,9.56681633,9.07341194,8.0144434,8.04715919,7.88304853,7.9038682,7.42301464,7.99670744,7.05804443,7.11329699,6.65744209,7.6048708,7.6747734588656895,7.745318650897952,
Ghana,GHA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.790447,3.17077661,2.88721824,2.82690215,2.76365352,3.63137388,3.67091465,3.80260491,3.87511325,4.37879181,4.22405624,4.69264126,4.00803423,4.59225416,4.01644135,4.5429678,3.39035821,3.2806716,3.40025568,3.39142489,3.99029994,3.9299455841200834,3.87050410404611,
Gibraltar,GIB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74825478,4.89139318,5.36402321,4.78055525,4.78467607,4.04512262,3.61521959,3.46627593,3.26562262,3.58147597,3.42782617,3.78955102,3.50398517,3.46108699,4.787992,5.80919266,5.39694929,3.91512918,3.73843002,4.06729603,4.0445075,3.795126026417331,3.561121238220031,
"Gambia, The",GMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65441465,5.63960838,6.27723551,5.32621098,5.42000151,5.38602448,5.43720865,4.95501947,4.65938807,4.46430683,4.11944056,4.36967373,4.26872253,3.91374874,3.05234575,3.1761291,3.19523716,3.35449266,3.34384227,3.158566,2.6129365,2.521237353849213,2.432756323946098,
Guinea-Bissau,GNB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.74484873,6.70832205,5.82295084,5.88066673,7.47920179,7.25093508,7.28979349,7.2952776,7.04291964,6.94844532,6.26116657,6.21634817,5.94134808,7.03943443,9.96897411,8.13228226,8.32881451,7.00049543,7.62401152,8.35054398,8.40978622,8.504210109263243,8.59969417658932,
Equatorial Guinea,GNQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14653158,2.20352387,2.34721494,1.97841108,1.66347969,1.4999398,1.51855493,1.57114804,1.82898855,1.84398329,1.81856561,1.55349767,1.26357567,1.87566757,2.19292331,2.91533303,3.14450502,2.95976019,3.10309863,3.0297935,3.7683413,3.7683413,3.7683413,
Greece,GRC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24332571,7.9878397,8.23377991,8.44915581,8.0939045,8.56466961,8.25866985,8.39808273,8.82774162,9.40688515,9.59662342,9.19330311,8.92415524,8.43796444,7.8914113,8.22004509,8.44874573,8.13515854,8.12024307,8.20262337,9.50820732,9.59662342,9.59662342,
Grenada,GRD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35886383,5.62456989,6.17569733,5.28485727,5.36568451,5.14460278,5.11352158,5.23867893,5.386199,5.43471003,5.4188118,5.80423355,5.82235765,5.62652922,4.77353573,4.64675617,4.43910027,4.65701056,4.58373737,4.93189621,5.82064009,6.105647783907372,6.17569733,
Greenland,GRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39686108,6.07023716,6.01301289,6.15306854,6.26182795,6.14826393,6.36362219,6.1918335,6.08129978,6.33938646,6.1247797,5.96306896,6.07316971,5.77188921,5.8885684,6.00602007,6.07008219,6.13563824,6.11658907,6.18663979,6.46871376,6.46871376,6.46871376,
Guam,GUM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18737936,3.05506778,3.19353795,3.26884198,3.43770432,3.79409742,3.93144464,4.28126192,4.20242214,4.35117149,4.21897697,4.17213488,3.7081871,3.80231309,3.94755435,4.02264786,4.01842117,4.3191123,4.90492535,4.93049145,5.50864172,5.50864172,5.50864172,
High income,HIC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.41311562321511,9.89206376603323,10.3196549311437,10.5006590600431,10.4422428455429,10.4840925058592,10.5429182328381,10.5077410678699,10.674046815562,11.6407523681253,11.5373003248483,11.5453557287165,11.6687281732594,11.6804009170725,11.8567911770355,12.2487862432068,12.4144287722547,12.3653385210799,12.2824435908881,12.5624694595304,14.0157874665662,14.0157874665662,14.0157874665662,
"Hong Kong SAR, China",HKG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26817989,5.92998314,6.2445755,6.89004707,6.85484362,7.50086403,7.86318684,8.08494949,8.60362625,8.99592495,8.72536373,8.79187012,8.65655136,8.47723007,7.91455746,7.4837904,7.709445,7.00668859,7.22820663,7.30497599,9.03509808,9.10415936,9.10415936,
Croatia,HRV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.64173985,7.16696358,6.1453743,6.302598,6.51233673,6.84697294,6.91900873,7.41713762,7.67231941,8.11311531,8.0207386,7.69077826,7.70057678,6.44103718,6.62079239,6.70067848,6.73855692,6.67034649,6.75780032,6.81108999,7.76502275,8.008196586432177,8.11311531,
Haiti,HTI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99165702,3.7502923,3.43250132,3.53695321,3.42928433,3.30554652,3.48013902,3.64734101,3.75722051,3.50277376,4.54871035,5.91197777,5.56462336,4.10524035,4.52035809,5.07518148,4.80760574,3.81993892,4.31650324,3.91107914,3.22171094,2.9650355474513557,2.728809617429601,
Hungary,HUN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.77804327,6.82614756,7.1210165,8.11923504,7.7565484,7.98271132,7.77566671,7.2018342,7.08621168,7.21973991,7.44544077,7.4782691,7.40815496,7.23183966,7.04440498,6.85204268,6.98634624,6.73819399,6.5753026,6.29731894,7.25031424,7.350315113277199,7.451695261207217,
Indonesia,IDN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85297656,2.11850214,1.98062706,2.24837184,2.12002277,2.53189397,2.61946416,2.82385564,2.54842305,2.62324095,2.7908783,2.98942471,2.91427088,2.86934805,2.96433568,2.92428517,3.02147198,2.90417194,2.86757827,2.90491366,3.41433048,3.41433048,3.41433048,
Isle of Man,IMN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03493309,4.26278067,4.24016762,4.00848055,3.95739174,3.79116249,3.63477802,3.51754212,3.51468062,3.48537874,3.27211928,3.24634218,3.32935286,3.74944186,3.61956549,3.59565997,3.50430417,2.93597651,2.8584938,2.94352531,2.95919013,2.8533048872734255,2.7512084124646683,
Ireland,IRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.89902735,6.39249372,6.67263031,7.00761414,7.21972942,7.64242792,7.51646948,7.80773735,9.12564754,10.52275753,10.5258255,10.6313448,10.62784767,10.30873108,9.54538631,7.31753302,7.44555712,7.14633131,6.88002014,6.6733737,7.10143661,6.7280345,6.598955840174759,
"Iran, Islamic Rep.",IRN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72250843,5.15979576,4.65182209,4.95589161,5.12801409,5.29996157,5.15990877,4.91188192,5.03990459,6.11493444,6.29153061,6.09787989,6.12235117,5.54722023,6.35239553,7.25335979,7.82282066,7.7543416,7.52609015,5.94786263,5.33579969,5.045228408137297,4.770480746865443,
Iraq,IRQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99196053,3.84302664,2.89739943,2.42247891,3.10637712,3.03573871,3.76825905,3.23055625,2.79131818,2.69039416,2.81939769,2.79654908,3.14434433,3.28159881,4.19215298,4.05837107,4.25629616,5.08489752,5.08489752,5.08489752,
Iceland,ISL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89924335,8.75266171,9.40382481,9.72930241,9.32854366,8.94694996,8.55709076,8.3535862,8.34370804,8.77518463,8.36173058,8.20293236,8.18118858,8.17555237,8.22888947,8.06978989,8.09714794,8.26131916,8.37734032,8.5256052,9.55796337,9.65296936,9.72930241,
Israel,ISR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.79617071,7.22309399,7.14622402,7.08494616,7.02140188,7.11747074,6.90668821,6.87812519,6.94865084,7.04995871,6.99706697,6.9564743,7.08083487,7.04248762,7.12200594,7.10024405,7.16409779,7.23601007,7.28700161,7.47252941,8.31950188,8.31950188,8.31950188,
Italy,ITA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.56665516,7.73760843,7.86693573,7.83297729,8.16549301,8.33931828,8.43673038,8.13610077,8.53282356,8.95162296,8.91602039,8.77413177,8.78352833,8.77543831,8.86791801,8.85689163,8.72533035,8.67773914,8.68187714,8.6563549,9.63378334,9.45429516,9.617601462228587,
Jamaica,JAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64462519,5.15652943,4.74544334,4.22014141,4.80435276,4.54581785,4.20788145,5.32057667,5.61143064,5.14654493,5.2951932,5.23845339,4.88512897,4.95443439,5.16564465,5.62470436,5.70102215,6.14859295,5.96798849,6.09761,6.61175442,6.61175442,6.61175442,
Jordan,JOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34367943,9.58549213,9.36340237,8.84089088,8.74985027,8.59408951,7.81179047,8.04956055,8.48880577,9.22396946,8.17025661,8.14807701,7.81799555,7.16592407,7.20892906,7.4609561,7.15642214,7.98199654,7.84809589,7.56996918,7.4691391,7.4825992160850445,7.496083588610169,
Japan,JPN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03456163,7.23947906,7.35235405,7.48654842,7.53518438,7.65818596,7.68688869,7.77935696,8.08909321,8.9587822,9.0630064,10.48780155,10.67169094,10.67438698,10.7290144,10.74969959,10.65891552,10.65627098,10.74637508,10.75110722,10.9042511,10.9042511,10.9042511,
Kazakhstan,KAZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16031408,3.47096992,3.61480069,3.72334647,3.98308039,3.90172577,3.39824915,2.70314932,3.04952621,3.49913716,2.73641348,2.60236716,3.03725958,2.66286707,2.97468472,3.04051137,3.42235589,3.05244446,2.8178606,2.78745699,3.78894091,4.008048069245313,4.16031408,
Kenya,KEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49379516,2.6706605,2.62076211,2.84449434,3.11812639,3.12553811,3.63250399,3.80025053,4.50025654,5.26973343,5.38849831,5.20212841,5.0180583,4.93100405,4.91267347,4.76439571,4.75429106,3.98597503,4.09903383,4.36111116,4.29190731,4.216976187988985,4.143353265955344,
Kyrgyz Republic,KGZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41414976,4.27703238,4.59219551,5.82382107,6.20281315,7.45010662,8.3118391,6.93210649,6.52511883,6.89873457,6.95027161,7.1072917,8.50966358,8.18745136,7.35766459,7.14930916,6.41248226,6.18586349,5.01030922,4.49454117,5.25933695,4.984565957132597,4.72415021460171,
Cambodia,KHM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53804731,7.00522089,7.22556973,6.93705606,7.07894278,6.84559298,6.11889315,4.90875959,6.60109425,7.58330584,6.91169977,7.50353098,7.26115417,7.10386753,6.70157766,6.19431591,6.11648464,5.72271872,6.14389992,6.89604807,7.50527,7.58330584,7.58330584,
Kiribati,KIR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64500046,12.3293438,11.9012785,10.66935253,12.42028809,11.50768661,11.57650661,11.35285187,14.07539082,13.43940926,9.26172829,8.63310242,8.64540958,9.50958157,10.03857899,8.02337551,8.41267395,10.59990215,11.92076588,11.38678551,11.64184189,12.598169602693588,13.633055562673743,
St. Kitts and Nevis,KNA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79933786,4.39693737,4.45210552,4.75159693,4.49067402,4.72803831,4.98203421,4.79733467,5.30566025,5.28673744,5.2136941,5.1628871,5.00998354,5.04429483,4.74668789,5.11798382,5.42126036,5.26021719,4.88528252,4.93305063,5.36557055,5.42126036,5.42126036,
"Korea, Rep.",KOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89759398,4.42762327,4.16491032,4.4238739,4.38896465,4.61782169,4.94396782,5.11490774,5.39896774,5.78228998,5.91734409,6.00844383,6.13262033,6.24789429,6.47438097,6.65271664,6.91432714,7.10694885,7.5438838,8.14101028,8.36409569,8.36409569,8.36409569,
Kuwait,KWT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20343971,3.18838811,3.12468719,2.76216865,2.35702467,2.01313829,1.8213098,1.92673647,1.92400301,2.70638776,2.67879915,2.33303547,2.33311439,2.48789287,2.9159987,4.21497965,4.73096323,4.65326786,5.18862629,5.35958719,6.30743313,6.30743313,6.30743313,
Lao PDR,LAO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27513599,4.29031658,3.69751263,4.47920704,3.54057336,3.33673191,2.93200922,3.15345573,2.76727295,3.46300411,2.91155219,1.94457507,2.07637572,2.39984965,2.29845548,2.45366454,2.36087489,2.52606821,2.24630332,2.60029101,2.6947608,2.7569130785087017,2.820498844443754,
Lebanon,LBN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.82951355,10.56254768,9.28233719,8.67109871,7.99923086,7.54867649,8.66057873,8.55984211,7.81751728,7.0073576,7.43864489,8.17744446,7.00114107,7.06355858,7.51688814,7.39572525,7.8866291,7.76047421,8.02195835,7.89909458,7.95365763,8.074022844695904,8.196209584227645,
Liberia,LBR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29716492,3.51406956,2.90361023,3.65521455,9.15019226,9.71549797,8.49828529,10.81490326,9.0185957,9.42837238,8.978302,9.43191624,8.77101326,8.29568386,9.20383739,10.61632824,9.85810757,9.95379543,9.84876537,8.4314146,9.49941349,9.329358798026332,9.16234835697328,
Libya,LBY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42542052,4.05162811,4.89009905,4.10041189,3.49171281,2.59774685,2.51467609,2.43791366,2.63571715,4.28816032,3.58541107,6.05012751,6.05012751,6.05012751,6.05012751,6.05012751,6.05012751,6.05012751,6.05012751,6.05012751,6.05012751,6.05012751,6.05012751,
St. Lucia,LCA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86163425,5.11714458,5.38443518,5.23676491,4.76429749,4.8572278,5.12402296,5.52015686,5.05127954,5.23717833,5.03797817,5.13907623,5.0001564,5.14058971,4.75331974,4.57613707,4.91194296,4.66334057,4.41884804,4.33346367,6.7380271,6.7380271,6.7380271,
Low income,LIC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05525381246643,4.39742939766185,4.6286433329844,4.90022347546822,4.74657943598511,4.59198704465839,4.62377948248719,4.74499609090737,4.47307624938336,4.77295768132583,4.4666463144933,4.87344842492563,5.00649138920845,5.59026662694324,5.46740735226899,5.71045048033436,5.49476391864986,5.46565590294169,4.99585449735627,4.89664721539514,5.13258380951216,5.029215923559101,4.927929819461529,
Liechtenstein,LIE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24654055,4.19324636,4.17312098,3.76927352,4.17515469,4.00972605,3.97986293,3.95131898,3.98465228,4.19339228,3.86745572,3.71693707,3.40384603,3.82699037,3.60648036,3.88992047,3.86424899,3.59565163,3.91227913,3.66153812,4.06584978,4.113242260005171,4.161187157655502,
Lower middle income,LMC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02404809641134,4.25367630050183,4.12373597405822,4.21796499134504,4.17162905042969,4.16589042465988,4.12789986026657,4.01882992398315,4.04707289738099,4.24698118136105,4.13327647820731,4.14368808601878,4.24857104937988,4.32722563792667,4.25002722493183,4.33571871853577,4.34124159513097,4.0509561904824,3.86912363149407,3.80214400448657,3.90990509906312,3.832138215870365,3.7559180935243033,
Lesotho,LSO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6117692,7.27745867,6.7452426,6.04550791,6.05738831,5.44926691,6.11966372,7.28075647,7.70154142,8.99738979,8.35764122,9.50321198,9.22287178,9.50640392,9.12336254,8.95958614,8.69295883,10.2024622,11.02123833,11.40502262,11.78428555,11.78428555,11.78428555,
Lithuania,LTU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19950438,6.01339626,6.14446115,6.18627787,5.51149988,5.64800453,5.84418154,5.7643218,6.29453707,7.36587334,6.81462288,6.48781538,6.2759347,6.12593651,6.19332647,6.49043989,6.63746262,6.47513723,6.53044701,6.99864721,7.53844357,7.85175848,7.85175848,
Luxembourg,LUX,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92533875,6.38193941,6.76099968,6.96221447,7.2793355,7.12328196,6.6364212,6.15803099,6.23101091,6.94993162,6.66263008,5.95225334,5.29404306,5.23557377,5.23040915,5.08113575,5.07103872,5.13535357,5.25880098,5.44119692,5.76745605,5.35417652,5.418115243125419,
Latvia,LVA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43338442,5.77004433,5.76281166,5.4793458,6.20221329,5.83247328,5.70438385,5.51350451,5.58478308,6.09759474,6.097435,5.72401047,5.41047668,5.40874767,5.46339607,5.65211773,6.1332593,5.96542788,6.18867874,6.62088203,7.44663048,7.44663048,7.44663048,
"Macao SAR, China",MAC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99666667,4.12973785,4.39506149,4.41583776,4.58004332,4.73306799,4.94123983,5.20283985,5.2356267,5.70664072,5.86408854,5.81169367,5.83982801,5.68746853,5.86155415,5.57022429,5.49920416,5.39212465,5.33229017,5.36818361,5.99316072,5.99316072,5.99316072,
Monaco,MCO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73622334,1.76396823,1.79035473,2.08464146,2.1265049,2.11639643,2.01949477,1.78815079,1.92418182,2.27634382,2.33074474,2.17874694,2.23475266,2.14983058,2.08692694,2.02846789,1.62753141,1.64274836,1.59626138,1.53244889,1.67133093,1.6158587497534156,1.5622277146242192,
Moldova,MDA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92687273,6.23449755,7.40437651,7.02227592,8.97114944,9.55814838,10.54445267,11.02066803,10.94920063,13.6766243,10.13112831,9.09670353,9.13962078,8.68300343,8.63275623,8.55763531,7.53552246,7.01328468,6.58753395,6.36946964,6.77933121,6.483476825887749,6.200533717812481,
Madagascar,MDG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46962976,4.75725794,4.97110653,4.74734545,5.25490141,5.20261955,5.07627726,4.49428797,4.10616779,4.41676235,4.65100384,4.43843174,3.82249689,3.73896885,4.42833662,4.97224426,5.25697422,4.84431553,4.27076626,3.77732444,3.87958431,3.70259982502254,3.533689274111159,
Maldives,MDV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73655844,8.21364975,8.78440189,6.77857542,7.48356962,8.82753372,8.04819012,8.30568123,11.47104168,10.0928812,8.48758984,7.92251587,8.67304802,8.15509319,7.91345072,8.72545815,10.30544567,9.26917839,7.43627834,7.66067553,11.34723186,11.47104168,11.47104168,
